idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
4099,flat,sale,Beograd,Rakovica,52,NULL,NULL,"3 / 7",Da,"Centralno, Klima",2,NULL,82000,Srbija,Novogradnja,NULL,NULL
4100,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4101,flat,sale,Pančevo,"Aksentija Maksimovića",98,NULL,NULL,"1 / 1",Da,"Centralno, Klima",4,NULL,102000,Srbija,Novogradnja,NULL,NULL
4102,flat,sale,Beograd,Kaluđerica,48,NULL,NULL,"- / -",NULL,"Samostalno, Klima",2,NULL,43500,Srbija,Novogradnja,NULL,NULL
4103,flat,sale,"Novi Sad","Pariske komune",54,NULL,NULL,"3 / -",Da,Centralno,3,NULL,66500,Srbija,Izvorno,NULL,NULL
4104,flat,sale,Pančevo,"Milorada Bate Mihailovica",108,NULL,NULL,"2 / -",Da,Samostalno,4,NULL,122000,Srbija,Izvorno,NULL,NULL
4105,flat,sale,Beograd,"Višnjička banja",51,2021,NULL,"- / 5",Da,"Centralno, Klima",2,NULL,65637,Srbija,U,NULL,NULL
4106,flat,sale,Beograd,Kaluđerica,31,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",2,NULL,28000,Srbija,Novogradnja,NULL,NULL
4107,flat,sale,Beograd,Kaluđerica,49,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",2,NULL,42000,Srbija,Novogradnja,NULL,NULL
4108,flat,sale,Budva,NULL,29,2021,NULL,"4 / 8",NULL,Klima,1,NULL,46000,"Crna Gora",Novogradnja,NULL,NULL
4109,home,sale,"Novi Sad",Salaksije,200,NULL,NULL,NULL,Da,NULL,6,NULL,50000,Srbija,Standardna,NULL,NULL
4110,flat,sale,Beograd,Kaluđerica,25,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4111,flat,sale,Beograd,Kaluđerica,39,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",2,NULL,41000,Srbija,Novogradnja,NULL,NULL
4112,flat,sale,Beograd,Kaluđerica,53,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",3,NULL,55000,Srbija,Novogradnja,NULL,NULL
4113,flat,sale,Beograd,Kaluđerica,83,NULL,NULL,"6 / 6",NULL,"Samostalno, Klima",3,NULL,79000,Srbija,Novogradnja,NULL,NULL
4114,home,sale,Beograd,"Ibarska magistrala",215,NULL,NULL,NULL,Da,Klima,4,NULL,69500,Srbija,Izvorno,NULL,NULL
4115,flat,sale,"Novi Sad",Grbavica,27,NULL,NULL,"1 / -",Da,NULL,2,NULL,45000,Srbija,Novogradnja,NULL,NULL
4116,flat,sale,Budva,NULL,29,2021,NULL,"4 / 8",NULL,Klima,1,NULL,46000,"Crna Gora",Novogradnja,NULL,NULL
4117,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4118,flat,sale,Beograd,Kaluđerica,52,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",3,NULL,54000,Srbija,Novogradnja,NULL,NULL
4119,flat,sale,Beograd,Kaluđerica,53,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",3,NULL,55000,Srbija,Novogradnja,NULL,NULL
4120,home,sale,"Novi Sad",Salaksije,200,NULL,NULL,NULL,Da,NULL,6,NULL,50000,Srbija,Standardna,NULL,NULL
4121,flat,sale,Beograd,Kaluđerica,39,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",2,NULL,41000,Srbija,Novogradnja,NULL,NULL
4122,flat,sale,"Novi Sad",Grbavica,27,NULL,NULL,"1 / -",Da,NULL,2,NULL,45000,Srbija,Novogradnja,NULL,NULL
4123,home,sale,Beograd,"Ibarska magistrala",215,NULL,NULL,NULL,Da,Klima,4,NULL,69500,Srbija,Izvorno,NULL,NULL
4124,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4125,flat,sale,"Novi Sad",Grbavica,108,NULL,NULL,"1 / -",Da,NULL,4,NULL,167400,Srbija,Novogradnja,NULL,NULL
4126,flat,sale,Beograd,"Mirijevo I",60,NULL,NULL,"1 / 9",Da,Centralno,2,NULL,71000,Srbija,Izvorno,NULL,NULL
4127,flat,sale,Beograd,Zvezdara,50,NULL,NULL,"2 / 5",Da,Centralno,3,NULL,93000,Srbija,Novogradnja,NULL,NULL
4128,flat,sale,Beograd,"Vračar (Centar)",48,NULL,NULL,"4 / 5",Da,"Samostalno, Klima",2,NULL,130000,Srbija,Standardna,NULL,NULL
4129,flat,rent,Beograd,"Banovo brdo",54,NULL,NULL,"2 / 3",NULL,"Centralno, Klima",2,NULL,280,Srbija,Standardna,NULL,NULL
4130,flat,rent,Beograd,"Novi Beograd Blok 67a",62,NULL,NULL,"4 / 7",NULL,"Centralno, Klima",2,NULL,700,Srbija,Novogradnja,NULL,NULL
4131,flat,sale,Beograd,"Mirijevo I",60,NULL,NULL,"4 / 8",Da,Centralno,2,NULL,76000,Srbija,Izvorno,NULL,NULL
4132,flat,sale,"Novi Sad",Sajam,102,NULL,NULL,"6 / 6",Da,"Centralno, Klima",5,NULL,102000,Srbija,Novogradnja,NULL,NULL
4133,flat,sale,"Novi Sad",Centar,73,NULL,NULL,"2 / 2",Da,Centralno,3,NULL,94900,Srbija,Standardna,NULL,NULL
4134,flat,rent,Beograd,"Bežanijska kosa III",74,NULL,NULL,"5 / 6",NULL,"Centralno, Klima",3,NULL,400,Srbija,Izvorno,NULL,NULL
4135,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"2 / 9",NULL,Centralno,2,NULL,700,Srbija,Standardna,NULL,NULL
4136,flat,rent,Beograd,"Centar (uži)",65,NULL,NULL,"4 / 8",NULL,"Centralno, Klima",2,NULL,400,Srbija,Izvorno,NULL,NULL
4137,flat,sale,Beograd,Voždovac,63,NULL,NULL,"1 / 9",Da,"Centralno, Klima",2,NULL,95000,Srbija,Izvorno,NULL,NULL
4138,flat,sale,Beograd,"Mirijevo I",30,NULL,NULL,"1 / 3",NULL,Samostalno,2,NULL,34500,Srbija,Novogradnja,NULL,NULL
4139,flat,rent,Beograd,"Vračar (Centar)",73,NULL,NULL,"3 / 6",NULL,"Centralno, Klima",3,NULL,500,Srbija,Izvorno,NULL,NULL
4140,flat,sale,"Novi Sad","Novo Naselje",90,NULL,NULL,"4 / -",Da,"Centralno, Klima",4,NULL,75000,Srbija,Izvorno,NULL,NULL
4141,home,sale,Beograd,Dobanovci,165,NULL,NULL,NULL,Da,Samostalno,5,NULL,88900,Srbija,Standardna,NULL,NULL
4142,flat,sale,Beograd,Kaluđerica,49,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",3,NULL,51000,Srbija,Novogradnja,NULL,NULL
4143,flat,rent,Beograd,"Savski venac",71,NULL,NULL,"2 / 6",NULL,Klima,3,NULL,450,Srbija,Izvorno,NULL,NULL
4144,flat,sale,Beograd,Kaluđerica,60,NULL,NULL,"2 / 2",Da,Samostalno,3,NULL,42000,Srbija,Standardna,NULL,NULL
4145,flat,sale,Beograd,"Mirijevo I",65,NULL,NULL,"- / 3",Da,Samostalno,3,NULL,73000,Srbija,Novogradnja,NULL,NULL
4146,flat,sale,Beograd,"Borča III",75,NULL,NULL,"1 / 7",Da,Centralno,3,NULL,69000,Srbija,Izvorno,NULL,NULL
4147,flat,sale,Beograd,"Borča III",75,NULL,NULL,"1 / 7",Da,Centralno,3,NULL,69000,Srbija,Izvorno,NULL,NULL
4148,flat,sale,Beograd,Kaluđerica,78,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",3,NULL,66300,Srbija,Novogradnja,NULL,NULL
4149,flat,sale,Beograd,"Vračar (Centar)",74,NULL,NULL,"4 / 5",Da,"Centralno, Klima",3,NULL,155000,Srbija,Izvorno,NULL,NULL
4150,flat,sale,Beograd,"Vračar (Centar)",79,2014,NULL,"4 / 5",Da,Centralno,2,NULL,138000,Srbija,Novogradnja,NULL,NULL
4151,flat,sale,Beograd,"Zeleni venac",105,1936,NULL,"6 / 9",Da,"Samostalno, Klima",3,NULL,178400,Srbija,Izvorno,NULL,NULL
4152,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"7 / 9",NULL,"Centralno, Klima",2,NULL,650,Srbija,Novogradnja,NULL,NULL
4153,flat,sale,Beograd,"Novi Beograd Blok 23",70,NULL,NULL,"17 / 20",Da,"Centralno, Klima",3,NULL,112000,Srbija,Izvorno,NULL,NULL
4154,flat,sale,Beograd,Kaluđerica,47,NULL,NULL,"- / -",Da,Samostalno,2,NULL,44655,Srbija,Novogradnja,NULL,NULL
4155,flat,rent,Beograd,"Vračar (Centar)",60,NULL,NULL,"2 / 3",NULL,"Centralno, Klima",2,NULL,550,Srbija,Izvorno,NULL,NULL
4156,flat,sale,Beograd,Sremčica,77,NULL,NULL,"- / 4",Da,"Centralno, Klima",2,NULL,80000,Srbija,Izvorno,NULL,NULL
4157,flat,rent,Beograd,"Novi Beograd Blok 28 (Potkovica)",90,NULL,NULL,"8 / 11",NULL,Centralno,4,NULL,650,Srbija,Standardna,NULL,NULL
4158,flat,sale,"Novi Sad",Sajam,22,NULL,NULL,"4 / -",Da,"Centralno, Klima",1,NULL,44000,Srbija,Izvorno,NULL,NULL
4159,flat,sale,Beograd,Voždovac,26,2021,NULL,"- / 3",NULL,Klima,1,NULL,52000,Srbija,U,NULL,NULL
4160,flat,sale,"Novi Sad",Telep,52,NULL,NULL,"- / -",NULL,NULL,3,NULL,45000,Srbija,Izvorno,NULL,NULL
4161,flat,sale,"Novi Sad","Liman 3",78,NULL,NULL,"8 / 8",NULL,Centralno,3,NULL,96000,Srbija,Standardna,NULL,NULL
4162,flat,sale,Beograd,"Mirijevo I",40,NULL,NULL,"1 / 4",NULL,NULL,2,NULL,61000,Srbija,U,NULL,NULL
4163,flat,sale,"Novi Sad",Podbara,42,NULL,NULL,"6 / -",Da,"Centralno, Klima",2,NULL,66000,Srbija,Standardna,NULL,NULL
4164,home,sale,Beograd,"Savski venac",101,NULL,NULL,NULL,NULL,NULL,4,NULL,95000,Srbija,Standardna,NULL,NULL
4165,flat,sale,Beograd,"Mirijevo I",36,NULL,NULL,"- / 4",NULL,NULL,2,NULL,54900,Srbija,U,NULL,NULL
4166,flat,sale,"Novi Sad","Adamovićevo naselje",40,NULL,NULL,"5 / 5",Da,Klima,2,NULL,57000,Srbija,Standardna,NULL,NULL
4167,flat,sale,Beograd,Kaluđerica,52,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",3,NULL,54000,Srbija,Novogradnja,NULL,NULL
4168,flat,sale,"Novi Sad",Adice,38,NULL,NULL,"2 / 2",Da,Centralno,2,NULL,46000,Srbija,Novogradnja,NULL,NULL
4169,flat,sale,Beograd,Kaluđerica,46,NULL,NULL,"1 / 3",Da,Samostalno,2,NULL,41400,Srbija,Novogradnja,NULL,NULL
4170,flat,sale,Beograd,Kaluđerica,48,NULL,NULL,"1 / 3",Da,NULL,2,NULL,37500,Srbija,Standardna,NULL,NULL
4171,flat,sale,Beograd,Voždovac,49,2021,NULL,"- / 3",NULL,Klima,2,NULL,93100,Srbija,U,NULL,NULL
4172,home,sale,Beograd,Barajevo,300,NULL,NULL,NULL,Da,Samostalno,10,1,65000,Srbija,Standardna,NULL,NULL
4173,flat,sale,Beograd,"Vračar (Centar)",60,2000,NULL,"4 / 6",Da,"Samostalno, Klima",2,NULL,185000,Srbija,Izvorno,NULL,NULL
4174,home,sale,Beograd,Krnjača,380,NULL,NULL,NULL,Da,"Samostalno, Klima",7,NULL,950000,Srbija,Novogradnja,NULL,NULL
4175,flat,sale,Beograd,Zvezdara,59,NULL,NULL,"2 / 3",Da,Klima,2,NULL,145600,Srbija,Novogradnja,NULL,NULL
4176,flat,sale,Beograd,"Zemun (Save Kovačevića)",61,1974,NULL,"5 / 11",Da,Centralno,2,NULL,88000,Srbija,Izvorno,NULL,NULL
4177,home,sale,Beograd,"Mirijevo I",320,NULL,NULL,NULL,Da,NULL,5,NULL,279000,Srbija,Standardna,NULL,NULL
4178,home,sale,"Sremska Mitrovica",NULL,100,NULL,NULL,NULL,NULL,NULL,3,NULL,25000,Srbija,Standardna,NULL,NULL
4179,home,sale,"Novi Sad",Centar,100,NULL,NULL,NULL,Da,"Samostalno, Klima",4,NULL,150000,Srbija,Standardna,NULL,NULL
4180,flat,sale,Beograd,"Zemun (Save Kovačevića)",58,NULL,NULL,"1 / 11",Da,Centralno,3,NULL,88500,Srbija,Izvorno,NULL,NULL
4181,flat,rent,Beograd,Zvezdara,43,2018,NULL,"1 / 4",NULL,"Samostalno, Klima",2,NULL,350,Srbija,Novogradnja,NULL,NULL
4182,flat,sale,Beograd,"Novi Beograd Blok 23",45,NULL,NULL,"6 / 10",Da,Centralno,2,NULL,100000,Srbija,Standardna,NULL,NULL
4183,flat,sale,Beograd,"Vračar (Centar)",100,NULL,NULL,"- / 4",Da,"Centralno, Klima",4,NULL,300000,Srbija,Izvorno,NULL,NULL
4184,flat,sale,Beograd,"Vračar (Centar)",81,NULL,NULL,"1 / 4",Da,"Samostalno, Klima",3,NULL,184000,Srbija,Izvorno,NULL,NULL
4185,home,sale,Beograd,"Zemun (Novi Grad)",450,NULL,NULL,NULL,NULL,"Samostalno, Klima",7,NULL,300000,Srbija,Novogradnja,NULL,NULL
4186,home,sale,Beograd,"Dedinje (RTV Pink)",1040,NULL,NULL,NULL,Da,NULL,5,NULL,3700000,Srbija,Standardna,NULL,NULL
4187,flat,sale,Beograd,Zvezdara,57,NULL,NULL,"2 / 8",Da,"Centralno, Klima",2,NULL,113000,Srbija,Standardna,NULL,NULL
4188,flat,sale,Beograd,Karaburma,39,NULL,NULL,"- / 4",Da,NULL,1,NULL,53000,Srbija,Izvorno,NULL,NULL
4189,flat,sale,Beograd,"Vračar (Centar)",62,NULL,NULL,"4 / 6",Da,Centralno,3,NULL,125000,Srbija,Izvorno,NULL,NULL
4190,flat,sale,Beograd,Voždovac,66,2021,NULL,"2 / 2",Da,"Samostalno, Klima",3,NULL,106900,Srbija,Novogradnja,NULL,NULL
4191,home,sale,Bar,Šumadijska,110,NULL,NULL,NULL,Da,Klima,3,NULL,47000,"Crna Gora",Izvorno,NULL,NULL
4192,flat,sale,Beograd,Voždovac,66,2021,NULL,"2 / 2",Da,"Samostalno, Klima",3,NULL,106900,Srbija,Novogradnja,NULL,NULL
4193,flat,sale,Beograd,"Cvetkova pijaca",64,2019,NULL,"1 / 4",Da,"Centralno, Klima",3,NULL,115200,Srbija,Novogradnja,NULL,NULL
4194,flat,sale,Beograd,"Cvetkova pijaca",41,2019,NULL,"0 / 4",Da,"Centralno, Klima",2,NULL,69900,Srbija,Novogradnja,NULL,NULL
4195,flat,sale,"Novi Sad",Grbavica,54,NULL,NULL,"5 / 5",NULL,NULL,3,NULL,99200,Srbija,Standardna,NULL,NULL
4196,flat,sale,Beograd,"Stari Grad",27,NULL,NULL,"3 / -",Da,NULL,2,NULL,67500,Srbija,Izvorno,NULL,NULL
4197,flat,sale,"Novi Sad",Bulevar,36,NULL,NULL,"5 / 8",Da,NULL,0,NULL,74160,Srbija,Standardna,NULL,NULL
4198,flat,sale,Beograd,"Vračar (Centar)",87,NULL,NULL,"- / 5",Da,Centralno,4,NULL,230000,Srbija,Novogradnja,NULL,kalorimetri
4199,flat,rent,Beograd,Zvezdara,75,NULL,NULL,"1 / 5",NULL,"Centralno, Klima",3,NULL,440,Srbija,Izvorno,NULL,NULL
4200,home,sale,Beograd,Voždovac,70,NULL,NULL,NULL,NULL,"Samostalno, Klima",3,NULL,66900,Srbija,Izvorno,NULL,NULL
4201,home,rent,Beograd,Batajnica,870,NULL,NULL,NULL,NULL,NULL,5,NULL,3500,Srbija,Standardna,NULL,NULL
4202,home,sale,Beograd,Batajnica,900,NULL,NULL,NULL,NULL,NULL,12,NULL,579000,Srbija,U,NULL,NULL
4203,flat,sale,"Novi Sad","Vojvodjanska, Novi Sad",26,NULL,NULL,"6 / -",Da,"Centralno, Klima",1,NULL,48000,Srbija,Izvorno,NULL,NULL
4204,flat,sale,Beograd,"Mirijevo I",40,NULL,NULL,"3 / 4",NULL,NULL,2,NULL,61000,Srbija,U,NULL,NULL
4205,flat,sale,Beograd,"Zemun (Save Kovačevića)",49,NULL,NULL,"- / -",Da,Samostalno,2,NULL,68000,Srbija,Novogradnja,NULL,NULL
4206,home,sale,Beograd,"Borivoja Ivankovica",230,NULL,NULL,NULL,Da,NULL,3,NULL,26000,Srbija,Izvorno,NULL,NULL
4207,flat,sale,Beograd,Kaluđerica,75,NULL,NULL,"1 / 3",Da,NULL,2,NULL,55700,Srbija,Novogradnja,NULL,NULL
4208,flat,sale,Beograd,"Mirijevo I",56,NULL,NULL,"- / 4",NULL,Samostalno,3,NULL,74500,Srbija,Novogradnja,NULL,NULL
4209,flat,sale,Beograd,Kaluđerica,110,NULL,NULL,"2 / 3",Da,NULL,4,NULL,79700,Srbija,Novogradnja,NULL,NULL
4210,flat,sale,Beograd,"Banovo brdo",38,NULL,NULL,"5 / 6",Da,Centralno,1,NULL,93000,Srbija,Izvorno,NULL,NULL
4211,flat,rent,Beograd,"Vračar (Centar)",43,NULL,NULL,"3 / 3",NULL,"Centralno, Klima",1,NULL,320,Srbija,Standardna,NULL,NULL
4212,flat,sale,Beograd,"Centar (uži)",88,NULL,NULL,"5 / 5",Da,"Samostalno, Klima",3,NULL,209000,Srbija,Izvorno,NULL,NULL
4213,flat,sale,Beograd,"Centar (uži)",50,NULL,NULL,"- / 4",Da,"Centralno, Klima",2,NULL,125000,Srbija,Izvorno,NULL,NULL
4214,flat,sale,Beograd,"Vračar (Centar)",30,NULL,NULL,"- / 3",Da,Centralno,1,NULL,39500,Srbija,Izvorno,NULL,NULL
4215,flat,rent,Beograd,"Dedinje (RTV Pink)",120,NULL,NULL,"2 / 2",NULL,"Centralno, Klima",4,NULL,1600,Srbija,Standardna,NULL,NULL
4216,flat,sale,Beograd,Vinča,63,NULL,NULL,"- / 3",Da,NULL,2,NULL,36000,Srbija,Standardna,NULL,NULL
4217,flat,rent,Beograd,"Vračar (Centar)",127,NULL,NULL,"3 / -",NULL,"Centralno, Klima",4,NULL,900,Srbija,Izvorno,NULL,NULL
4218,flat,sale,Beograd,Zvezdara,57,NULL,NULL,"5 / 5",NULL,Klima,3,NULL,75000,Srbija,Standardna,NULL,NULL
4219,flat,sale,Beograd,"Vračar (Centar)",27,NULL,NULL,"4 / 4",Da,"Centralno, Klima",1,NULL,68000,Srbija,Standardna,NULL,NULL
4220,flat,rent,Beograd,"Novi Beograd Blok 1 (Fontana)",70,NULL,NULL,"1 / 8",NULL,"Centralno, Klima",3,NULL,390,Srbija,Izvorno,NULL,NULL
4221,flat,sale,Beograd,"Novi Beograd",47,NULL,NULL,"- / 8",Da,"Centralno, Klima",2,NULL,95000,Srbija,Standardna,NULL,NULL
4222,flat,rent,Beograd,"Beograd na vodi",56,2019,NULL,"7 / 21",NULL,"Centralno, Klima",2,NULL,1000,Srbija,Novogradnja,NULL,NULL
4223,flat,sale,Beograd,Voždovac,79,NULL,NULL,"4 / 7",Da,"Samostalno, Klima",3,NULL,147000,Srbija,Standardna,NULL,NULL
4224,home,sale,Beograd,"Glumčevo brdo",770,NULL,NULL,NULL,Da,Samostalno,13,NULL,240000,Srbija,Novogradnja,NULL,NULL
4225,flat,sale,Beograd,Kaluđerica,61,NULL,NULL,"2 / 3",Da,Samostalno,3,NULL,54900,Srbija,Novogradnja,NULL,NULL
4226,flat,sale,Beograd,"Novi Beograd Blok 70 (Kineski TC)",60,NULL,NULL,"2 / 14",Da,"Centralno, Klima",2,NULL,115000,Srbija,Standardna,NULL,NULL
4227,flat,rent,Beograd,"Novi Beograd Blok 25 (Arena)",95,NULL,NULL,"1 / 8",NULL,"Centralno, Klima",3,NULL,800,Srbija,Standardna,NULL,NULL
4228,flat,sale,Beograd,Zvezdara,57,NULL,NULL,"2 / 8",Da,"Centralno, Klima",2,NULL,113000,Srbija,Standardna,NULL,NULL
4229,flat,sale,"Novi Sad","Bulevar Cara Lazara",30,NULL,NULL,"13 / -",NULL,Centralno,1,NULL,42000,Srbija,Standardna,NULL,NULL
4230,flat,sale,Beograd,"Vračar (Centar)",44,NULL,NULL,"4 / 5",Da,Samostalno,2,NULL,94000,Srbija,Standardna,NULL,NULL
4231,home,sale,Beograd,"Stari Grad",275,NULL,NULL,NULL,Da,NULL,5,NULL,1000000,Srbija,Standardna,NULL,NULL
4232,flat,rent,Beograd,"Vračar (Centar)",55,NULL,NULL,"5 / -",NULL,"Centralno, Klima",2,NULL,500,Srbija,Standardna,NULL,NULL
4233,home,sale,"Stara Pazova","NA OBALI DUNAVA",300,2014,NULL,NULL,NULL,"Samostalno, Klima",5,NULL,160000,Srbija,Novogradnja,NULL,NULL
4234,flat,sale,Beograd,Kotež,39,NULL,NULL,"- / 3",Da,Klima,1,NULL,39500,Srbija,Izvorno,NULL,NULL
4235,flat,sale,Beograd,Voždovac,80,NULL,NULL,"7 / 10",Da,Centralno,3,NULL,110000,Srbija,Izvorno,NULL,NULL
4236,flat,sale,Beograd,"Dedinje (RTV Pink)",223,2005,NULL,"3 / -",Da,Samostalno,6,NULL,350000,Srbija,Standardna,NULL,NULL
4237,flat,sale,Beograd,"Zemun (Novi Grad)",160,NULL,NULL,"4 / 4",NULL,"Samostalno, Klima",3,NULL,135000,Srbija,Standardna,NULL,NULL
4238,flat,sale,"Novi Sad",Bulevar,101,NULL,NULL,"2 / 5",Da,Centralno,4,NULL,138600,Srbija,Novogradnja,NULL,NULL
4239,flat,sale,Beograd,"Centar (uži)",42,NULL,NULL,"3 / 5",NULL,"Samostalno, Klima",2,NULL,110000,Srbija,Izvorno,NULL,NULL
4240,home,rent,Beograd,"Stari Grad",275,NULL,NULL,NULL,NULL,NULL,5,NULL,3500,Srbija,Standardna,NULL,NULL
4241,flat,rent,Beograd,"Vračar (Centar)",133,NULL,NULL,"4 / 5",NULL,Centralno,4,NULL,700,Srbija,Novogradnja,NULL,NULL
4242,flat,sale,Beograd,"Stari Grad",27,NULL,NULL,"5 / 6",Da,"Centralno, Klima",1,NULL,79000,Srbija,Izvorno,NULL,NULL
4243,flat,sale,Beograd,"Borča III",65,NULL,NULL,"2 / 3",Da,"Centralno, Klima",2,NULL,67000,Srbija,Standardna,NULL,NULL
4244,flat,sale,Beograd,Kaluđerica,83,NULL,NULL,"6 / 6",NULL,"Samostalno, Klima",3,NULL,79000,Srbija,Novogradnja,NULL,NULL
4245,flat,sale,Beograd,"Novi Beograd Blok 45 (TC Enjub)",81,NULL,NULL,"5 / 11",Da,"Centralno, Klima",3,NULL,137000,Srbija,Standardna,NULL,NULL
4246,flat,sale,Beograd,"Novi Beograd Blok 70 (Kineski TC)",67,NULL,NULL,"9 / 13",Da,"Centralno, Klima",2,NULL,114900,Srbija,Standardna,NULL,NULL
4247,flat,sale,Beograd,Voždovac,216,2009,NULL,"3 / 3",Da,NULL,5,NULL,460000,Srbija,Novogradnja,NULL,NULL
4248,flat,sale,Beograd,"Vračar (Centar)",67,NULL,NULL,"- / 5",Da,Centralno,3,NULL,150000,Srbija,Izvorno,NULL,NULL
4249,flat,sale,"Novi Sad",NULL,48,NULL,NULL,"- / 3",Da,Centralno,2,NULL,56500,Srbija,Standardna,NULL,NULL
4250,flat,sale,Beograd,Karaburma,115,NULL,NULL,"1 / 1",Da,"Samostalno, Klima",4,NULL,139000,Srbija,Izvorno,NULL,NULL
4251,flat,sale,Beograd,"Novi Beograd Blok 11c (Stari Merkator)",44,NULL,NULL,"12 / 13",Da,"Centralno, Klima",2,NULL,78000,Srbija,Standardna,NULL,NULL
4252,flat,sale,"Novi Sad","Adamovićevo naselje",40,NULL,NULL,"2 / -",NULL,"Centralno, Klima",2,NULL,61000,Srbija,Standardna,NULL,NULL
4253,flat,sale,Beograd,"Novi Beograd Blok 25 (Arena)",92,2008,NULL,"5 / 6",Da,"Centralno, Klima",3,NULL,220000,Srbija,Standardna,NULL,NULL
4254,flat,sale,Niš,Mediana,110,NULL,NULL,"2 / -",NULL,Centralno,4,1,85000,Srbija,Standardna,NULL,NULL
4255,flat,sale,Beograd,"Mirijevo I",47,NULL,NULL,"4 / 4",NULL,Samostalno,2,NULL,62500,Srbija,Novogradnja,NULL,NULL
4256,home,sale,Niš,Mediana,500,NULL,NULL,NULL,NULL,Samostalno,10,1,355000,Srbija,Standardna,NULL,NULL
4257,flat,sale,Niš,Trošarina,80,NULL,NULL,"5 / -",NULL,Centralno,4,1,62000,Srbija,Standardna,NULL,NULL
4258,home,sale,Beograd,"Nema ulice",130,NULL,NULL,NULL,Da,Klima,4,NULL,38000,Srbija,Izvorno,NULL,NULL
4259,flat,sale,Beograd,"Kumodraž I",86,NULL,NULL,"4 / 4",Da,Centralno,4,1,112000,Srbija,Standardna,NULL,NULL
4260,flat,sale,Beograd,Kluz,122,NULL,NULL,"3 / 3",Da,Samostalno,4,2,164700,Srbija,Standardna,NULL,NULL
4261,flat,sale,Beograd,"Gornji Dorćol",108,NULL,NULL,"5 / 6",Da,"Samostalno, Klima",4,2,270000,Srbija,Standardna,NULL,NULL
4262,home,sale,Beograd,Višnjica,128,1989,NULL,NULL,Da,Centralno,4,2,250000,Srbija,Standardna,NULL,NULL
4263,flat,rent,Beograd,"Novi Beograd Blok 22",56,NULL,NULL,"5 / 7",NULL,"Centralno, Klima",2,NULL,450,Srbija,Izvorno,NULL,NULL
4264,home,sale,Beograd,Barajevo,280,NULL,NULL,NULL,Da,Samostalno,6,1,55000,Srbija,Standardna,NULL,NULL
4265,flat,sale,Beograd,"Dedinje (Beli dvor)",145,NULL,NULL,"2 / 2",Da,Centralno,4,2,355000,Srbija,Standardna,NULL,NULL
4266,flat,sale,Beograd,"Vukov spomenik",106,2017,NULL,"2 / 7",NULL,Samostalno,4,2,222285,Srbija,Standardna,NULL,NULL
4267,flat,sale,Beograd,"Vukov spomenik",94,3017,NULL,"6 / 7",NULL,Samostalno,4,2,206272,Srbija,Standardna,NULL,NULL
4268,flat,rent,Beograd,"Dedinje (Beli dvor)",125,NULL,NULL,"1 / 2",NULL,Centralno,4,2,650,Srbija,Standardna,NULL,NULL
4269,home,sale,Beograd,"Zemun (Centar)",74,NULL,NULL,NULL,Da,Samostalno,7,4,280000,Srbija,Standardna,NULL,NULL
4270,flat,sale,Beograd,"Centar (uži)",82,2007,NULL,"1 / 7",Da,Centralno,4,2,240000,Srbija,Standardna,NULL,NULL
4271,flat,sale,Beograd,Čubura,92,NULL,NULL,"- / 4",Da,Centralno,4,2,238621,Srbija,Novogradnja,NULL,kalorimetri
4272,flat,sale,Beograd,Karaburma,31,NULL,NULL,"1 / 5",Da,Samostalno,1,1,47000,Srbija,Standardna,NULL,NULL
4273,flat,sale,Beograd,"Đeram pijaca",82,NULL,NULL,"- / 5",Da,NULL,4,2,149000,Srbija,Standardna,NULL,NULL
4274,flat,sale,Beograd,"Novi Beograd Blok 63",91,NULL,NULL,"3 / 4",Da,Centralno,4,NULL,145000,Srbija,Standardna,NULL,NULL
4275,home,sale,Beograd,"Donji Dorćol",340,2000,NULL,NULL,Da,Samostalno,7,5,1100000,Srbija,Standardna,NULL,NULL
4276,flat,rent,Beograd,"Gornji Dorćol",42,NULL,NULL,"4 / 6",NULL,Centralno,2,1,450,Srbija,Standardna,NULL,NULL
